Symbol,Name,LastSale,NetChange,%Change,MarketCap,Country,IPOYear,Volume,Sector,Industry
ITI.NS,IndiamartInter,5397.95,0.69,4800.85,India,131355,Miscellaneous
INDIACEM.NS,IndianBank,320,-0.48,3125.47,India,1833524,Banks-PublicSector
IBULHSGFIN.NS,IEX,152.85,-0.65,16525.59,India,3136352,Diversified
IBREALEST.NS,IndianHotels,330.55,0.05,39854.12,India,2359012,Hotels
INDIAMART.NS,IOC,78.55,0.71,46951.33,India,7940271,Refineries
INDIANB.NS,IOB,24.05,-0.62,5082.67,India,13872642,Banks-PublicSector
IEX.NS,IRFC,27.85,-1.42,2907.34,India,12802470,Finance-NBFC
INDHOTEL.NS,IndigoPaints,1068.05,-0.41,36853.26,India,24192,Paints
IOC.NS,IndocoRemedies,315.5,-1.17,86931.3,India,120591,Pharmaceuticals
IOB.NS,IGL,487,-1.61,3641.78,India,2265043,OilDrillingAndExploration
IRCTC.NS,INDUSTOWERS,136.75,-0.11,46683.27,India,3413882,Telecommunications-Equipment
IRFC.NS,IndusIndBank,1120.4,-2.31,511185.57,India,2207739,Banks-PrivateSector
INDIGOPNTS.NS,InfibeamAvenue,13.6,-0.37,6225.22,India,9031033,OnlineServices
IGL.NS,InfoEdge,3613.7,-2.45,5836.07,India,123947,Miscellaneous
INDUSTOWER.NS,Infosys,1232.2,-2.16,75908.44,India,11307230,Computers-Software
INDUSINDBK.NS,INOXLeisure,507.9,0,45460.3,India,7757,Media&Entertainment
INFIBEAM.NS,IntellectDesig,430,-1.73,110922.33,India,238870,Computers-Software
NAUKRI.NS,InterglobeAvi,1968.85,0.45,21053.64,India,554013,Transport&Logistics
INFY.NS,IpcaLabs,829.85,0.02,16093.94,India,949086,Pharmaceuticals
INGERRAND.NS,IRBInfra,26.65,-0.93,48536,India,5195545,Infrastructure-General
INTELLECT.NS,IRCTC,606.7,0.52,36395.79,India,1814835,Miscellaneous
INDIGO.NS,ITC,398.75,0.06,495567.21,India,9744202,Diversified
IPCALAB.NS,ITI,93.7,-1.06,8897.54,India,638302,Telecommunications-Equipment
JBCHEPHARM.NS,J.K.Cement,3029.55,0.66,23408.8,India,136816,Cement-Major
JKCEMENT.NS,JamnaAuto,100.1,0.4,3992.31,India,188225,AutoAncillaries
JBMA.NS,JBChemicals,2128.95,0.5,16473.3,India,49459,Pharmaceuticals
JKLAKSHMI.NS,JBMAuto,813.75,3.62,9622.36,India,1713894,AutoAncillaries
JKPAPER.NS,JindalStainles,260.05,-0.17,21413.42,India,578593,Steel-Medium&Small
JMFINANCIL.NS,JindalSteel,579.85,2.36,59149.81,India,4824485,Steel-SpongeIron
JSWENERGY.NS,JKLakshmiCem,769.2,0.98,9051.18,India,149673,Cement-Major
JSWSTEEL.NS,JKPaper,374.7,-0.33,6347.51,India,180199,Paper
JAMNAAUTO.NS,JMFinancial,62.95,-1.33,6010.49,India,745832,Finance-Investments
JSL.NS,JSWEnergy,248.05,0.14,40796.18,India,765711,Power-Generation&Distribution
JINDALSTEL.NS,JSWSteel,722.35,0.42,174607.92,India,2268330,Steel-Large
JINDWORLD.NS,JubilantFood,437.75,-0.66,28884.72,India,1166939,Miscellaneous
JUBLFOOD.NS,JubilantIng.,403.8,-0.6,6431.77,India,277858,SpecialityChemicals
JUBLINGREA.NS,JubilantPharmo,310,-2.02,4937.72,India,78457,Pharmaceuticals
JUBLPHARMA.NS,JustDial,657.55,-1.26,5544.5,India,647684,Miscellaneous
JUSTDIAL.NS,JyothyLabs,193.65,0,7111,India,110005,PersonalCare
JYOTHYLAB.NS,KajariaCeramic,1110.9,-0.13,17689.14,India,303952,Ceramics&Granite
KPRMILL.NS,KalpataruPower,515.6,1.51,8375.72,India,174250,Power-Transmission&Equipment
KEI.NS,KalyanJeweller,102.6,-0.87,10568.34,India,1312875,Diamond&Jewellery
KNRCON.NS,KansaiNerolac,383.05,0.8,20643.32,India,662013,Paints&Varnishes
KPITTECH.NS,KarurVysya,95,-1.35,7619.51,India,2130751,Banks-PrivateSector
KRBL.NS,KECIntl,481.8,-1.82,12386.52,India,1018934,Power-Transmission&Equipment
KSB.NS,KEIIndustries,1751.55,-1.58,15797.66,India,110504,Cables-Power&Others
KAJARIACER.NS,KNRConstruct,235.7,-2.04,6628.7,India,291170,Construction&Contracting-Civil
KALPATPOWR.NS,KotakMahindra,1884.9,-0.18,374446.05,India,1876656,Banks-PrivateSector
KALYANKJIL.NS,KPITTech,853.35,-1.55,23394.06,India,1049644,ITServices&Consulting
KANSAINER.NS,KPRMill,618.9,1.11,21154.87,India,111165,Textiles-ReadymadeApparels
KARURVYSYA.NS,KRBL,384.9,12.17,9060.16,India,6466373,FoodProcessing
KEC.NS,KrishnaInst.,1489.9,-0.7,11923.34,India,4516,Hospital&HealthcareServices
KENNAMET.NS,L&TFinance,87.8,-1.24,21771.51,India,2379960,Finance-Investments
RUSTOMJEE.NS,L&TTechnology,3435.1,-0.44,36277.45,India,363695,Engineering
KFINTECH.NS,LakshmiMachine,10588.75,-0.87,11311.96,India,2213,Textiles-Machinery
KOTAKBANK.NS,Larsen,2219.6,0.14,311960.83,India,1970015,Infrastructure-General
KIMS.NS,LatentView,355.45,1.11,7283.22,India,122881,ITServices&Consulting
L&TFH.NS,LaurusLabs,311.95,0.86,16803.22,India,3472810,Pharmaceuticals
LTTS.NS,LaxmiOrganic,285.5,6.87,7570.5,India,2744085,SpecialityChemicals
LICHSGFIN.NS,LICHousingFin,330.9,-0.45,18201.58,India,807038,Finance-Housing
LTIM.NS,LICIndia,546.5,-0.36,345661.12,India,482728,Life&HealthInsurance
LAXMIMACH.NS,LindeIndia,4121,-0.74,35145.63,India,15392,Chemicals
LT.NS,LTIMindtree,4194.55,-2.87,124086.38,India,823131,Computers-Software
LATENTVIEW.NS,Lupin,686.85,-1.67,31250.39,India,1203963,Pharmaceuticals
LAURUSLABS.NS,LuxIndustries,1224,0.81,3680.77,India,42307,Textiles-Processing
LXCHEM.NS,MacrotechDev,952.5,2.03,151110.05,India,488521,Construction-Residential&CommercialComplexes
LEMONTREE.NS,MahanagarGas,1011.15,-0.67,32247.33,India,404164,Refineries
LICI.NS,M&MFinancial,261,0.5,45890.39,India,1718529,Finance-NBFC
LINDEINDIA.NS,M&M,1215.5,0.9,9987.92,India,1818732,Auto-Cars&Jeeps
LUPIN.NS,MahindraCIE,363.6,-0.99,13793.62,India,299247,Castings&Forgings
LUXIND.NS,MahindraHolida,288.35,-1.52,5806.12,India,162169,Hotels
MMTC.NS,MahindraLife,362.1,1.12,5600.5,India,70949,Construction&Contracting-Civil
MRF.NS,MahindraLogist,388,2.78,2795,India,112990,Diversified
MTARTECH.NS,ManappuramFin,129.6,-0.69,10969.28,India,8597931,Finance-Leasing&HirePurchase
LODHA.NS,MRPL,54.25,0.93,60535.75,India,1995674,Refineries
MGL.NS,Marico,468.15,-2.49,262203.98,India,2834418,PersonalCare
M&MFIN.NS,MarutiSuzuki,8679.95,-0.6,4845.68,India,280819,Auto-Cars&Jeeps
